GeneID,GeneName,p-value,log2FC
ENSG00000040199,PHLPP2,0.694985096,0.1
ENSG00000040275,SPDL1,0.103546597,-0.4
ENSG00000040341,STAU2,0.004898847,-1
ENSG00000040487,SLC66A1,7.3e-07,1.6
ENSG00000040531,CTNS,9.27e-09,1.4
ENSG00000040608,RTN4R,0.181559717,1.9
ENSG00000040633,PHF23,0.730983535,0.1
ENSG00000040731,CDH10,3.16e-17,-5.3
ENSG00000040933,INPP4A,0.800717856,-0.1
ENSG00000041353,RAB27B,0.007215282,1
ENSG00000041357,PSMA4,0.021338919,-0.6
ENSG00000041515,MYO16,0.031875917,2.7
ENSG00000041802,LSG1,0.738352995,-0.1
ENSG00000041880,PARP3,0.004007932,0.8
ENSG00000041982,TNC,0.17807547,-0.3
ENSG00000041988,THAP3,0.429053611,0.4
ENSG00000042062,RIPOR3,2.14e-13,3.9
ENSG00000042088,TDP1,0.276984479,-0.4
ENSG00000042286,AIFM2,1.79e-10,2.9
ENSG00000042317,AL049834.1,0.568457604,-0.3
ENSG00000042429,MED17,0.171898708,0.7
ENSG00000042445,RETSAT,0.594753465,-0.2
ENSG00000042493,CAPG,0.001600946,1.2
ENSG00000042753,AP2S1,1.73e-19,-2
ENSG00000042781,USH2A,0.50932326,0.9
ENSG00000042813,ZPBP,1,0.2
ENSG00000042832,TG,0.728152192,-0.4
ENSG00000042980,ADAM28,0.31114602,1.1
ENSG00000043039,BARX2,1,0.4
ENSG00000043093,DCUN1D1,0.724884507,-0.1
ENSG00000043143,JADE2,0.291137491,0.4
ENSG00000043355,ZIC2,3.3e-24,-3.7
ENSG00000043462,LCP2,1,0
ENSG00000043514,TRIT1,0.00801986,-0.6
ENSG00000043591,ADRB1,1,0.4
ENSG00000044012,GUCA2B,1,0
ENSG00000044090,CUL7,0.826741656,-0.1
ENSG00000044115,CTNNA1,0.601893477,0.2
ENSG00000044446,PHKA2,0.000596877,-0.9
ENSG00000044459,CNTLN,8.24e-24,-2
ENSG00000044524,EPHA3,0.314611485,-1.5
ENSG00000044574,HSPA5,0.991945391,0
ENSG00000046604,DSG2,0.096690194,2.2
ENSG00000046647,GEMIN8,0.520661557,-0.3
ENSG00000046651,OFD1,0.33511481,0.3
ENSG00000046653,GPM6B,0.436614348,0.7
ENSG00000046774,MAGEC2,8.66e-05,-4.5
ENSG00000046889,PREX2,1.1e-11,6.5
ENSG00000047056,WDR37,0.677150751,-0.2
ENSG00000047188,YTHDC2,5.45e-09,-1.4
ENSG00000047230,CTPS2,0.153283518,-0.5
ENSG00000047249,ATP6V1H,0.18637085,0.4
ENSG00000047315,POLR2B,0.368749301,-0.3
ENSG00000047346,FAM214A,9.74e-14,1.7
ENSG00000047365,ARAP2,0.698867283,0.6
ENSG00000047410,TPR,0.019379627,-0.5
ENSG00000047457,CP,0.564399312,0.8
ENSG00000047578,KIAA0556,0.642616091,0.2
ENSG00000047579,DTNBP1,0.011192879,0.8
ENSG00000047597,XK,1,1
ENSG00000047617,ANO2,0.003611053,3.6
ENSG00000047621,C12orf4,0.899578362,-0.1
ENSG00000047634,SCML1,0.309822888,-0.4
ENSG00000047644,WWC3,0.940399788,0
ENSG00000047648,ARHGAP6,0.000831458,1.8
ENSG00000047662,FAM184B,4.45e-05,4.2
ENSG00000047849,MAP4,0.512325032,-0.2
ENSG00000047932,GOPC,0.098858238,0.5
ENSG00000047936,ROS1,0.303788575,0.9
ENSG00000048028,USP28,0.321037557,-0.4
ENSG00000048052,HDAC9,3.62e-07,1.9
ENSG00000048140,TSPAN17,0.068342436,0.5
ENSG00000048162,NOP16,0.005585534,-1
ENSG00000048342,CC2D2A,0.000212375,-0.9
ENSG00000048392,RRM2B,0.027808654,-0.7
ENSG00000048405,ZNF800,0.169801722,-0.3
ENSG00000048462,TNFRSF17,0.60100525,0.8
ENSG00000048471,SNX29,0.311467151,-0.4
ENSG00000048540,LMO3,0.899001618,0.2
ENSG00000048544,MRPS10,0.701305098,-0.1
ENSG00000048545,GUCA1A,1,1.4
ENSG00000048649,RSF1,0.756898385,0.1
ENSG00000048707,VPS13D,0.844256386,0.1
ENSG00000048740,CELF2,0.099118152,-0.6
ENSG00000048828,FAM120A,0.000232801,-0.8
ENSG00000048991,R3HDM1,9.75e-06,-0.8
ENSG00000049089,COL9A2,0.003541952,3.1
ENSG00000049130,KITLG,0.774052929,-0.1
ENSG00000049167,ERCC8,0.046964362,-0.6
ENSG00000049192,ADAMTS6,0.050548951,-0.7
ENSG00000049239,H6PD,0.832120718,0.1
ENSG00000049245,VAMP3,0.967396814,0
ENSG00000049246,PER3,0.29500949,-0.4
ENSG00000049247,UTS2,1,0
ENSG00000049249,TNFRSF9,0.027656346,1.8
ENSG00000049283,EPN3,0.185928586,1.8
ENSG00000049323,LTBP1,0.000838135,-1.7
ENSG00000049449,RCN1,0.685072887,-0.1
ENSG00000049540,ELN,4.67e-11,6.5
ENSG00000049541,RFC2,0.015741507,-0.6
ENSG00000049618,ARID1B,0.091607406,0.4
ENSG00000049656,CLPTM1L,0.000935361,-1.2
ENSG00000049759,NEDD4L,0.139724542,0.5
ENSG00000049768,FOXP3,0.239848596,1.3
ENSG00000049769,PPP1R3F,0.137518373,0.7
ENSG00000049860,HEXB,0.041067004,0.5
ENSG00000049883,PTCD2,0.633097055,0.2
ENSG00000050030,NEXMIF,1,1
ENSG00000050130,JKAMP,0.976387605,0
ENSG00000050165,DKK3,0.001642028,1.8
ENSG00000050327,ARHGEF5,0.005335584,3.5
ENSG00000050344,NFE2L3,3.82e-08,3.4
ENSG00000050393,MCUR1,0.570263488,0.2
ENSG00000050405,LIMA1,0.840090232,0.1
ENSG00000050426,LETMD1,0.611040629,-0.2
ENSG00000050438,SLC4A8,2.34e-06,1.7
ENSG00000050555,LAMC3,0.010644619,3.2
ENSG00000050628,PTGER3,0.01658113,1.8
ENSG00000050730,TNIP3,0.057267835,2
ENSG00000050748,MAPK9,0.714485538,0.1
ENSG00000050767,COL23A1,1,0.2
ENSG00000050820,BCAR1,0.008835745,1
ENSG00000051009,FAM160A2,0.105386786,0.5
ENSG00000051108,HERPUD1,0.658628462,-0.2
ENSG00000051128,HOMER3,0.051904024,-0.5
ENSG00000051180,RAD51,0.787083942,-0.3
ENSG00000051341,POLQ,0.130921411,-0.6
ENSG00000051382,PIK3CB,0.121335008,-0.4
ENSG00000051523,CYBA,9.6e-15,6.4
ENSG00000051596,THOC3,0.753081346,0.2
ENSG00000051620,HEBP2,0.059458337,0.6
ENSG00000051825,MPHOSPH9,0.031481584,-0.6
ENSG00000052126,PLEKHA5,0.208013278,-0.5
ENSG00000052344,PRSS8,1,0.4
ENSG00000052723,SIKE1,0.872975276,-0.1
ENSG00000052749,RRP12,0.934532681,0.1
ENSG00000052795,FNIP2,0.121407467,0.5
ENSG00000052802,MSMO1,0.397604693,0.4
ENSG00000052841,TTC17,0.058980802,0.5
ENSG00000052850,ALX4,0.001934383,3.8
ENSG00000053108,FSTL4,1,0.6
ENSG00000053254,FOXN3,0.633016117,0.2
ENSG00000053328,METTL24,0.49592654,1.1
ENSG00000053371,AKR7A2,0.082532866,-0.5
ENSG00000053372,MRTO4,0.002602465,-1
ENSG00000053438,NNAT,0.216843665,1.2
ENSG00000053501,USE1,0.074163546,-0.6
ENSG00000053524,MCF2L2,4.9e-05,4.5
ENSG00000053702,NRIP2,0.97868894,0
ENSG00000053747,LAMA3,9.01e-09,3.3
ENSG00000053770,AP5M1,0.154050559,0.4
ENSG00000053900,ANAPC4,0.154144933,-0.5
ENSG00000053918,KCNQ1,1,0.6
ENSG00000054116,TRAPPC3,0.185928586,-0.3
ENSG00000054118,THRAP3,0.024859646,-0.5
ENSG00000054148,PHPT1,0.454566311,0.3
ENSG00000054179,ENTPD2,1,1
ENSG00000054219,LY75,8.11e-12,6.4
ENSG00000054267,ARID4B,0.298232879,0.3
ENSG00000054282,SDCCAG8,0.039086462,0.6
ENSG00000054356,PTPRN,3.5e-52,7.9
ENSG00000054392,HHAT,1.07e-07,2.1
ENSG00000054523,KIF1B,0.011281101,-0.6
ENSG00000054598,FOXC1,0.112058474,-0.7
ENSG00000054611,TBC1D22A,0.928038518,0
ENSG00000054654,SYNE2,0.84881891,-0.1
ENSG00000054690,PLEKHH1,0.075670029,1.6
ENSG00000054793,ATP9A,0.001496392,-1.2
ENSG00000054796,SPO11,1,0
ENSG00000054803,CBLN4,1,-0.1
ENSG00000054938,CHRDL2,1,0.8
ENSG00000054965,FAM168A,0.743690477,-0.1
ENSG00000054967,RELT,0.231084107,0.7
ENSG00000054983,GALC,2.02e-23,2.6
ENSG00000055044,NOP58,0.088911129,-0.6
ENSG00000055070,SZRD1,0.119464083,-0.3
ENSG00000055118,KCNH2,1,1.2
ENSG00000055130,CUL1,0.005543287,-0.6
ENSG00000055147,FAM114A2,0.172942838,-0.4
ENSG00000055163,CYFIP2,3.04e-06,3.3
ENSG00000055208,TAB2,0.100391467,0.4
ENSG00000055211,GINM1,7.43e-05,0.8
ENSG00000055332,EIF2AK2,0.032852791,0.7
ENSG00000055483,AC022966.1,0.243590963,0.3
ENSG00000055609,KMT2C,0.202321587,-0.4
ENSG00000055732,MCOLN3,1.06e-13,3.7
ENSG00000055813,CCDC85A,4.17e-07,-2.5
ENSG00000055917,PUM2,0.369689678,-0.2
ENSG00000055950,MRPL43,0.191272826,0.3
ENSG00000055955,ITIH4,0.390014806,1.3
ENSG00000055957,ITIH1,1,1.2
ENSG00000056050,HPF1,0.813861071,-0.1
ENSG00000056097,ZFR,0.006269431,-0.6
ENSG00000056277,ZNF280C,0.478059533,-0.2
ENSG00000056291,NPFFR2,1,1
ENSG00000056487,PHF21B,0.145383324,2.1
ENSG00000056558,TRAF1,2.74e-19,4.5
ENSG00000056586,RC3H2,0.307000231,0.2
ENSG00000056736,IL17RB,0.413839079,0.4
ENSG00000056972,TRAF3IP2,1.48e-05,1
ENSG00000056998,GYG2,2.07e-05,4.7
ENSG00000057019,DCBLD2,0.178384024,0.5
ENSG00000057149,SERPINB3,1,1.2
ENSG00000057252,SOAT1,1.32e-05,1
ENSG00000057294,PKP2,1,0
ENSG00000057468,MSH4,0.972471922,-0.1
ENSG00000057593,F7,0.000671,4
ENSG00000057608,GDI2,5.09e-05,-1
ENSG00000057657,PRDM1,0.000147178,1.2
ENSG00000057663,ATG5,0.483718912,0.2
ENSG00000057704,TMCC3,4.29e-17,6.9
ENSG00000057757,PITHD1,0.772352693,-0.1
ENSG00000057935,MTA3,0.950529038,0
ENSG00000058056,USP13,0.001623598,-0.9
ENSG00000058063,ATP11B,0.592748662,-0.2
ENSG00000058085,LAMC2,0.109131162,0.7
ENSG00000058091,CDK14,0.138217658,-0.5
ENSG00000058262,SEC61A1,0.372151617,-0.3
ENSG00000058272,PPP1R12A,0.396098396,-0.2
ENSG00000058335,RASGRF1,1,1.1
ENSG00000058404,CAMK2B,7.89e-05,2.9
ENSG00000058453,CROCC,0.312693977,0.6
ENSG00000058600,POLR3E,0.316222193,-0.4
ENSG00000058668,ATP2B4,0.003732719,0.7
ENSG00000058673,ZC3H11A,0.620140931,0.6
ENSG00000058729,RIOK2,0.946339216,0
ENSG00000058799,YIPF1,0.557900916,0.2
ENSG00000058804,NDC1,1.73e-06,-1.5
ENSG00000058866,DGKG,2.66e-07,4.5
ENSG00000059122,FLYWCH1,0.119272496,0.7
ENSG00000059145,UNKL,0.306599285,0.3
ENSG00000059377,TBXAS1,0.153434345,-1.1
ENSG00000059378,PARP12,0.008072607,0.9
ENSG00000059573,ALDH18A1,0.066687506,-0.5
ENSG00000059588,TARBP1,1.11e-13,-1.7
ENSG00000059691,GATB,0.306599285,-0.5
ENSG00000059728,MXD1,0.095278722,0.6
ENSG00000059758,CDK17,0.177445657,0.6
ENSG00000059769,DNAJC25,0.819538079,-0.1
ENSG00000059804,SLC2A3,0.671259878,0.3
ENSG00000059915,PSD,3.21e-07,4.2
ENSG00000060069,CTDP1,0.295583602,0.4
ENSG00000060138,YBX3,0.28358896,-0.3
ENSG00000060140,STYK1,6.27e-07,4.1
ENSG00000060237,WNK1,0.020212941,0.5
ENSG00000060303,RPS17P5,1,-0.8
ENSG00000060339,CCAR1,0.32263246,-0.3
ENSG00000060491,OGFR,0.961336005,0
ENSG00000060558,GNA15,0.438647419,1.2
ENSG00000060566,CREB3L3,0.025616995,2.9
ENSG00000060642,PIGV,0.132740023,0.5
ENSG00000060656,PTPRU,0.081190638,1.9
ENSG00000060688,SNRNP40,0.059154933,-0.6
ENSG00000060709,RIMBP2,0.15707481,2
ENSG00000060718,COL11A1,2.5e-19,-5
ENSG00000060749,QSER1,0.031634652,-0.5
ENSG00000060762,MPC1,0.434215536,0.3
ENSG00000060971,ACAA1,0.005417938,0.8
ENSG00000060982,BCAT1,1.25e-06,-1.4
ENSG00000061273,HDAC7,0.820375504,-0.1
ENSG00000061337,LZTS1,3.18e-07,5.3
ENSG00000061455,PRDM6,0.03021893,2.2
ENSG00000061492,WNT8A,1,0
ENSG00000061656,SPAG4,0.145569247,-1.3
ENSG00000061676,NCKAP1,0.762751726,0.1
ENSG00000061794,MRPS35,0.008409904,-0.7
ENSG00000061918,GUCY1B1,1.49e-05,-3
ENSG00000061936,SFSWAP,0.660290755,-0.1
ENSG00000061938,TNK2,0.002433058,1.2
ENSG00000061987,MON2,0.866616714,-0.1
ENSG00000062038,CDH3,0.018248003,3
ENSG00000062096,ARSF,1,0
ENSG00000062194,GPBP1,0.614053421,-0.2
ENSG00000062282,DGAT2,2.72e-20,4.6
ENSG00000062370,ZNF112,0.006566482,-0.9
ENSG00000062485,CS,0.000427999,-0.7
ENSG00000062524,LTK,0.006018534,3.4
ENSG00000062582,MRPS24,0.834696824,0.2
ENSG00000062598,ELMO2,0.868980307,0.1
ENSG00000062650,WAPL,0.206926316,0.3
ENSG00000062716,VMP1,0.527459973,-0.3
ENSG00000062725,APPBP2,0.684118301,0.2
ENSG00000062822,POLD1,0.004156912,-0.9
ENSG00000063015,SEZ6,1,1.1
ENSG00000063046,EIF4B,0.047440283,-0.8
ENSG00000063127,SLC6A16,0.850938122,-0.2
ENSG00000063169,BICRA,0.003566102,-1
ENSG00000063176,SPHK2,0.798024657,-0.2
ENSG00000063177,RPL18,0.001973994,-1
ENSG00000063180,CA11,0.942524033,0.1
ENSG00000063241,ISOC2,0.643713993,-0.2
ENSG00000063244,U2AF2,0.007966093,-0.7
ENSG00000063245,EPN1,0.68287161,-0.2
ENSG00000063322,MED29,0.603031609,-0.1
ENSG00000063438,AHRR,0.00033314,0.8
ENSG00000063515,GSC2,1,0
ENSG00000063587,ZNF275,0.459249542,0.3
ENSG00000063587,ZNF275,0.459249542,0.3
ENSG00000063601,MTMR1,0.086091573,-0.4
ENSG00000063660,GPC1,0.647415422,0.3
ENSG00000063761,ADCK1,0.016453559,1.1
ENSG00000063854,HAGH,0.027839768,0.7
ENSG00000063978,RNF4,0.132076639,-0.6
ENSG00000064012,CASP8,0.003067876,-0.9
ENSG00000064042,LIMCH1,0.000456608,4.1
ENSG00000064102,INTS13,1.14e-23,-2
ENSG00000064115,TM7SF3,8.6e-08,-1.1
ENSG00000064195,DLX3,0.164768059,1.9
ENSG00000064199,SPA17,0.103612061,0.8
ENSG00000064201,TSPAN32,0.707551288,0.4
ENSG00000064205,CCN5,1.37e-11,3.6
ENSG00000064218,DMRT3,1,0
ENSG00000064225,ST3GAL6,0.016838357,1.4
ENSG00000064270,ATP2C2,0.008113638,2.8
ENSG00000064300,NGFR,4.55e-07,5.2
ENSG00000064309,CDON,0.410276984,-0.5
ENSG00000064313,TAF2,2.59e-16,-1.6
ENSG00000064393,HIPK2,0.968645646,0
ENSG00000064419,TNPO3,1.02e-05,-0.8
ENSG00000064490,RFXANK,0.054490881,-0.6
ENSG00000064545,TMEM161A,0.068990229,-0.7
ENSG00000064547,LPAR2,0.537446533,0.5
ENSG00000064601,CTSA,0.280413939,-0.3
ENSG00000064607,SUGP2,0.731090733,-0.1
ENSG00000064651,SLC12A2,4.25e-06,-1.1
ENSG00000064652,SNX24,0.015135123,-0.6
ENSG00000064655,EYA2,1,3.3
ENSG00000064666,CNN2,2.71e-10,-1.4
ENSG00000064687,ABCA7,0.309369864,0.8
ENSG00000064692,SNCAIP,0.079191363,1.6
ENSG00000064703,DDX20,0.744628139,0.1
ENSG00000064726,BTBD1,0.057561859,0.4
ENSG00000064763,FAR2,2.35e-23,-2.4
ENSG00000064787,BCAS1,0.020948232,2.7
ENSG00000064835,POU1F1,1,0.2
ENSG00000064886,CHI3L2,0.128702075,1.7
ENSG00000064932,SBNO2,0.536322795,0.2
ENSG00000064933,PMS1,8.74e-05,-1
ENSG00000064961,HMG20B,0.035364316,-0.6
ENSG00000064989,CALCRL,0.528169022,0.5
ENSG00000064995,TAF11,0.050503755,-0.5
ENSG00000064999,ANKS1A,0.762882594,-0.1
ENSG00000065000,AP3D1,0.810442267,0.1
ENSG00000065029,ZNF76,0.000411859,0.8
ENSG00000065054,SLC9A3R2,1.27e-10,3.8
ENSG00000065057,NTHL1,0.07563927,-0.8
ENSG00000065060,UHRF1BP1,0.062519464,-0.8
ENSG00000065135,GNAI3,0.503227349,-0.2
ENSG00000065150,IPO5,0.035479106,-0.4
ENSG00000065154,OAT,0.390609115,0.2
ENSG00000065183,WDR3,0.012523141,-0.6
ENSG00000065243,PKN2,0.080693234,-0.4
ENSG00000065268,WDR18,0.000113732,-1.2
ENSG00000065308,TRAM2,0.022987357,-0.5
ENSG00000065320,NTN1,0.01982886,1
ENSG00000065325,GLP2R,1,1.7
ENSG00000065328,MCM10,3.96e-05,-1.6
ENSG00000065357,DGKA,0.001124721,1.2
ENSG00000065361,ERBB3,0.681952156,-0.5
ENSG00000065371,ROPN1,1,0.5
ENSG00000065413,ANKRD44,0.462736541,-0.3
ENSG00000065427,KARS1,0.066497422,-0.4
ENSG00000065457,ADAT1,0.943615535,0
ENSG00000065485,PDIA5,0.904306624,-0.1
ENSG00000065491,TBC1D22B,0.628412852,-0.2
ENSG00000065518,NDUFB4,0.628091104,-0.2
ENSG00000065526,SPEN,0.802484227,-0.1
ENSG00000065534,MYLK,0.157314656,0.4
ENSG00000065548,ZC3H15,0.006731935,-0.6
ENSG00000065559,MAP2K4,0.642700687,0.2
ENSG00000065600,PACC1,0.840773442,-0.1
ENSG00000065609,SNAP91,0.178068487,1.9
ENSG00000065613,SLK,0.330139939,0.2
ENSG00000065615,CYB5R4,4.56e-07,1
ENSG00000065615,CYB5R4,4.56e-07,1
ENSG00000065618,COL17A1,2.04e-07,2.9
ENSG00000065621,GSTO2,2.24e-15,4.8
ENSG00000065665,SEC61A2,0.95609415,0
ENSG00000065675,PRKCQ,1,0.1
ENSG00000065717,TLE2,0.541146055,-0.5
ENSG00000065802,ASB1,0.885558301,-0.1
ENSG00000065809,FAM107B,0.372656207,-0.4
ENSG00000065833,ME1,0.057892465,0.5
ENSG00000065882,TBC1D1,0.11311374,-0.7
ENSG00000065883,CDK13,0.384962309,-0.2
ENSG00000065911,MTHFD2,0.018773183,-0.9
ENSG00000065923,SLC9A7,0.388432495,-0.5
ENSG00000065970,FOXJ2,0.931134243,0
ENSG00000065978,YBX1,9.56e-09,-1.3
ENSG00000065989,PDE4A,0.248373239,0.6
ENSG00000066027,PPP2R5A,0.537025372,0.2
ENSG00000066032,CTNNA2,0.706123872,-0.6
ENSG00000066044,ELAVL1,0.000477985,-0.8
ENSG00000066056,TIE1,0.511381192,0.7
ENSG00000066084,DIP2B,0.699443409,0.1
ENSG00000066117,SMARCD1,0.560330778,-0.2
ENSG00000066135,KDM4A,0.004709653,-0.7
ENSG00000066136,NFYC,0.908223007,0
ENSG00000066185,ZMYND12,0.001812096,3.8
ENSG00000066230,SLC9A3,0.925476679,0.1
ENSG00000066248,NGEF,3.02e-21,6.9
ENSG00000066279,ASPM,0.071967115,-0.7
ENSG00000066294,CD84,1,0.4
ENSG00000066322,ELOVL1,0.031661269,-0.5
ENSG00000066336,SPI1,1,0.6
ENSG00000066379,ZNRD1,0.052479051,-0.8
ENSG00000066382,MPPED2,1,0.4
ENSG00000066405,CLDN18,0.31428838,-0.8
ENSG00000066422,ZBTB11,0.086806519,-0.4
ENSG00000066427,ATXN3,0.668000311,-0.2
ENSG00000066455,GOLGA5,0.275889084,0.4
ENSG00000066468,FGFR2,1,0.7
ENSG00000066557,LRRC40,1.06e-05,-1
ENSG00000066583,ISOC1,0.001311474,-0.8
ENSG00000066629,EML1,0.440764025,-0.3
ENSG00000066651,TRMT11,0.733291016,0.1
ENSG00000066654,THUMPD1,0.000609776,-0.7
ENSG00000066697,MSANTD3,0.036086594,0.6
ENSG00000066735,KIF26A,1,0.7
ENSG00000066739,ATG2B,0.546301916,0.2
ENSG00000066777,ARFGEF1,0.003245164,-0.8
ENSG00000066813,ACSM2B,1,0
ENSG00000066827,ZFAT,0.240815452,-0.4
ENSG00000066855,MTFR1,3.38e-11,-1.3
ENSG00000066923,STAG3,0.024144975,1.5
ENSG00000066926,FECH,0.052291833,-0.5
ENSG00000066933,MYO9A,0.010776014,-0.6
ENSG00000067048,DDX3Y,1,0
ENSG00000067057,PFKP,7.34e-13,-1.4
ENSG00000067064,IDI1,0.148071471,-0.4
ENSG00000067066,SP100,0.037202173,0.8
ENSG00000067082,KLF6,0.010644619,-0.9
ENSG00000067113,PLPP1,0.417390107,0.3
ENSG00000067141,NEO1,1.36e-07,2.3
ENSG00000067167,TRAM1,0.035300512,-0.5
ENSG00000067177,PHKA1,4.9e-11,3.4
ENSG00000067182,TNFRSF1A,0.500514554,0.2
ENSG00000067191,CACNB1,0.639050292,-0.3
ENSG00000067208,EVI5,0.79954708,0.1
ENSG00000067221,STOML1,0.169335234,0.5
ENSG00000067225,PKM,0.026263131,-0.6
ENSG00000067248,DHX29,0.796320984,0.1
ENSG00000067334,DNTTIP2,0.639050292,-0.2
ENSG00000067365,METTL22,0.338107677,0.4
ENSG00000067369,TP53BP1,0.064603922,-0.4
ENSG00000067445,TRO,0.003369578,1.8
ENSG00000067533,RRP15,0.208499867,-0.4
ENSG00000067560,RHOA,0.785387677,-0.1
ENSG00000067596,DHX8,0.830494064,0.1
ENSG00000067606,PRKCZ,2.72e-05,4.2
ENSG00000067646,ZFY,1,0.2
ENSG00000067704,IARS2,0.226656822,-0.3
ENSG00000067715,SYT1,0.656888895,0.4
ENSG00000067798,NAV3,1.61e-09,2
ENSG00000067829,IDH3G,0.534730864,0.2
ENSG00000067836,ROGDI,0.406622547,-0.4
ENSG00000067840,PDZD4,0.017084418,3.1
ENSG00000067842,ATP2B3,1,-0.3
ENSG00000067900,ROCK1,0.615486403,-0.1
ENSG00000067955,CBFB,0.240438978,0.4
ENSG00000067992,PDK3,0.229984591,-0.6
ENSG00000068001,HYAL2,0.25480606,0.5
ENSG00000068024,HDAC4,0.570263488,-0.2
ENSG00000068028,RASSF1,0.017165539,0.6
ENSG00000068078,FGFR3,0.297631375,0.9
ENSG00000068079,IFI35,0.034701076,1.3
ENSG00000068097,HEATR6,0.29640079,-0.5
ENSG00000068120,COASY,0.606813247,-0.2
ENSG00000068137,PLEKHH3,0.224853602,0.5
ENSG00000068305,MEF2A,0.000662533,0.9
ENSG00000068308,OTUD5,0.912246795,0
ENSG00000068323,TFE3,0.316164816,0.3
ENSG00000068354,TBC1D25,0.179268457,-0.4
ENSG00000068366,ACSL4,0.408333423,-0.2
ENSG00000068383,INPP5A,0.455608401,-0.2
ENSG00000068394,GPKOW,0.645642373,-0.2
ENSG00000068400,GRIPAP1,0.818819565,0.1
ENSG00000068438,FTSJ1,0.056576634,-0.5
ENSG00000068489,PRR11,5.36e-06,-1.5
ENSG00000068615,REEP1,0.038725562,2.1
ENSG00000068650,ATP11A,0.698175817,0.1
ENSG00000068654,POLR1A,0.055964786,-0.5
ENSG00000068697,LAPTM4A,0.979899163,0
ENSG00000068724,TTC7A,0.846570853,0.1
ENSG00000068745,IP6K2,0.92460586,0
ENSG00000068781,STON1-GTF2A1L,1,0
ENSG00000068784,SRBD1,0.016599747,-0.6
ENSG00000068796,KIF2A,0.333279099,-0.2
ENSG00000068831,RASGRP2,1,1.7
ENSG00000068878,PSME4,0.180624922,-0.4
ENSG00000068885,IFT80,0.073751925,-0.5
ENSG00000068903,SIRT2,0.038591366,-0.6
ENSG00000068912,ERLEC1,0.084156619,0.5
ENSG00000068971,PPP2R5B,1.79e-12,1.8
ENSG00000068976,PYGM,0.23239467,1.6
ENSG00000068985,PAGE1,0.003079128,-3.6
ENSG00000069011,PITX1,0.258899071,-1.1
ENSG00000069018,TRPC7,1,0
ENSG00000069020,MAST4,2.17e-18,2.8
ENSG00000069122,ADGRF5,1,0
ENSG00000069188,SDK2,4.6e-06,4.9
ENSG00000069206,ADAM7,1,0
ENSG00000069248,NUP133,0.053590057,-0.4
ENSG00000069275,NUCKS1,2.46e-06,-1.2
ENSG00000069329,VPS35,0.804880938,-0.1
ENSG00000069345,DNAJA2,0.429496437,0.2
ENSG00000069399,BCL3,0.001913737,-1
ENSG00000069424,KCNAB2,0.166766399,0.6
ENSG00000069431,ABCC9,5.65e-09,-2.5
ENSG00000069482,GAL,0.033771447,2.8
ENSG00000069493,CLEC2D,0.09928188,1
ENSG00000069509,FUNDC1,0.263725672,-0.3
ENSG00000069535,MAOB,1,0.9
ENSG00000069667,RORA,0.654297832,0.3
ENSG00000069696,DRD4,0.907818448,-0.2
ENSG00000069702,TGFBR3,0.111600275,0.8
ENSG00000069764,PLA2G10,1,1.8
ENSG00000069764,PLA2G10,1,1.8
ENSG00000069812,HES2,0.000398416,4.1
ENSG00000069849,ATP1B3,0.013447011,-0.8
ENSG00000069869,NEDD4,0.79736667,-0.1
ENSG00000069943,PIGB,0.032724655,0.7
ENSG00000069956,MAPK6,5.87e-05,0.7
ENSG00000069966,GNB5,0.057193261,0.7
ENSG00000069974,RAB27A,0.000420712,1.3
ENSG00000069998,HDHD5,0.129316759,0.5
ENSG00000070010,UFD1,0.002061692,1.1
ENSG00000070018,LRP6,0.853066402,-0.1
ENSG00000070019,GUCY2C,0.169801722,2
ENSG00000070031,SCT,1,0.2
ENSG00000070047,PHRF1,0.026825671,0.7
ENSG00000070061,ELP1,0.001272511,-0.6
ENSG00000070081,NUCB2,0.903547689,-0.1
ENSG00000070087,PFN2,0.019275534,-0.6
ENSG00000070159,PTPN3,0.001771263,3.7
ENSG00000070182,SPTB,0.000229255,2.5
ENSG00000070190,DAPP1,0.006582255,3.4
ENSG00000070193,FGF10,1,3.4
ENSG00000070214,SLC44A1,0.030033202,-0.6
ENSG00000070269,TMEM260,0.163311625,-0.5
ENSG00000070366,SMG6,0.848681621,-0.1
ENSG00000070367,EXOC5,0.690298475,-0.1
ENSG00000070371,CLTCL1,0.329873528,-0.5
ENSG00000070388,FGF22,0.04300652,2.7
ENSG00000070404,FSTL3,0.452020997,-0.5
ENSG00000070413,DGCR2,0.026921355,0.8
ENSG00000070423,RNF126,0.844444217,0.1
ENSG00000070444,MNT,0.906510069,0.1
ENSG00000070476,ZXDC,0.900252635,0
ENSG00000070495,JMJD6,0.967646324,0
ENSG00000070501,POLB,0.836842536,-0.1
ENSG00000070526,ST6GALNAC1,1,0
ENSG00000070540,WIPI1,0.009395988,1.3
ENSG00000070601,FRMPD1,1,0.2
ENSG00000070610,GBA2,0.071404,0.6
ENSG00000070614,NDST1,0.010047174,-0.5
ENSG00000070669,ASNS,0.185920782,-1.1
ENSG00000070718,AP3M2,0.361222338,-0.3
ENSG00000070729,CNGB1,1,0.9
ENSG00000070731,ST6GALNAC2,0.00049063,4.1
ENSG00000070748,CHAT,1,0.2
ENSG00000070756,PABPC1,1.3e-41,-2.2
ENSG00000070759,TESK2,0.106782032,0.8
